oai:ecommons.cornell.edu:1813/3371,"PHYSIOLOGICAL AND MOLECULAR MECHANISMS OF HEAVY METAL TOLERANCE AND TRANSPORT IN THE HYPERACCUMULATOR PLANT SPECIES, THLASPI CAERULESCENS","Heavy metal pollution of the environment is significant problem throughout the world. One possible avenue for heavy metal decontamination of the environment is phytoremediation, which is a technology based on the remarkable abilities of certain plant species to tolerate and accumulate extremely high concentrations of heavy metals. One of the best known heavy metal hyperaccumulator plant species is Thlaspi caerulescens, which is a Zn/Cd-hyperaccumulator that can accumulate and tolerate up to 30,000 ppm Zn and 10,000 ppm Cd in the shoots without exhibiting toxicity symptoms. The research described in this dissertation focuses on identifying gene(s) that may be responsible for the extreme heavy metal accumulation phenotype in Thlaspi caerulescens. 
In the research conducted here, it was demonstrated that xylem metal loading may play a key role in heavy metal hyperaccumulation. In initial studies, the influence of altered plant metal status on metal (Zn, Cd) accumulation in Thlaspi caerulescens showed that increased metal status stimulated subsequent heavy metal (Cd) accumulation in the shoots but not roots, suggesting that growth on high metal levels stimulates metal loading into the xylem. Subsequently, a heavy metal transporting P1B-type ATPase, TcHMA4, was cloned from Thlaspi caerulescens and shown to mediate cellular heavy metal efflux and tolerance when expressed in yeast. TcHMA4 is expressed primarily in the root vascular tissue and its expression is strongly upregulated upon exposure to high concentrations of heavy metals. These findings indicate that TcHMA4 may be responsible for metal xylem loading, and thus play a key role in the enhanced root to shoot metal translocation that is so important to hyperaccumulation. Furthermore, peptides derived from the C terminus of the TcHMA4 protein that harbor several heavy metal binding domains were shown to confer a significant increase in metal accumulation and tolerance when expressed in transgenic yeast (Saccharomyces cerevisiae) and plants (Arabidopsis thaliana). These findings indicate that the C terminus peptides have the capacity to serve as heavy metal binding ligands, and may be useful for enhancing the phytoremediation potential of plants via biotechnology.",,application/pdf,
oai:ecommons.cornell.edu:1813/3369,2004 Rockefeller New Media Foundation Proposal,"Since 2002, I collaborate with composer Chris Chafe, computer graphic (CG)
artists Lorenzo Wang and Christine Liu, and with game theorist Jane McGonigal to create
a simulation of human organs which unfolds in three media: print, recombinant cinema,
and online gaming. The print version and recombinant cinema version premiere Oct 30,
2003 at the Berkeley Art Museum. I am seeking the support of the Program for Media
Artists to complete the online Organum game.
Organum plays in an online multi-player simulation of a surreal ecosystem
inhabited by a cast of organs, including a brain, a lung, and a stomach, and a set of AI
(artificial intelligence) cyborgs. The game involves up to 32 people playing together in
one session of Organum. The goal of the game is for players to stay alive in the fragile
ecosystem as long as possible by ensuring the well-being of both themselves and their
ecosystem. If successful, the community of players advances to a higher level of cultural
achievement. Unsuccessful players drop out and have to join another game session.",,application/pdf,
oai:ecommons.cornell.edu:1813/3370,Organum Narrative,"The following text is a linear narrative taking place in the Organum environment featuring many
of the Organum game characters. It a companion piece to the recombinant video and the game,
and will be exhibited alongside the large still prints and the LAN rig (computers networked for a
LAN party).",,application/pdf,
oai:ecommons.cornell.edu:1813/3374,2004 Rockefeller New Media Foundation Proposal,"ClassHopper integrates technique with subject by applying strategies of
information science, specifically strategies epitomized by social software such as
weblogs, to examine socio-economic class. ClassHopper explores the idea of class as an
emergent taxonomy, a self-organizing system, by taking participants on a journey of
cultural choices and values where their own class identity and class mobility are
measured against fixed markers and against the relativistic movement and perception of
other participants as measured in real-time.",,application/pdf,
oai:ecommons.cornell.edu:1813/3385,MEASUREMENT SYSTEM FOR ULTRA-FAST PHENOMENA CONTAINED IN SLOW RELAXATION PROCESSES,"Ultra-fast transitions buried within long recovery times are difficult to measure and study directly.  As an example, consider the spectroscopic measurement of a non-radiative upper level transition of a laser material possessing a long fluorescence time.  The slow time constant of the overall relaxation process requires a pump with a low repetition rate.  The speed of the transition in question requires an ultra-fast probe.  It is difficult to obtain synchronous multi-wavelength pulses that satisfy both femtosecond duration and kilohertz repetition rates.  
We circumvent these issues by cavity dumping a femtosecond optical parametric oscillator.  The signal is accessed at the appropriate rate to act as the pump, and the use of quasi-phase-matching provides synchronous sub-100 fs probe pulses at various wavelengths.  We study the transient behavior of the singly-resonant optical parametric oscillator and develop a model to predict recovery profiles after loss events.  Finally, we explore the feasibility of applying the new technique to Cr4+:YAG crystals to query the never before measured time constant of the 3E to 3B2 transition.",,application/pdf,
oai:ecommons.cornell.edu:1813/3399,4-H Clothing Project Leader Guide,"The leader?s guide provides step-by-step guidelines for the chapters that make-up each unit in the curriculum. The first section presents valuable background information and philosophy regarding 4-H project leadership, family and community involvement, youth characteristics for the 9 to 11 year-old target group, student, leader and program evaluations, and competitive opportunities. A resource list is included for further exploration and development.",,application/pdf,
oai:ecommons.cornell.edu:1813/3402,Strategies for Clothing,"This advanced unit of the ?4-H Clothing Project Series? expands further on the skills and knowledge learned in earlier programs, and prepares students for setting out on their own. Students will learn how to develop new ideas unique to their personalities. Creativity will be sparked, leadership skills will be honed, and volunteer opportunities will arise. Principles of design, fashion, clothes shopping, advanced fiber knowledge, tailoring, stain removal, care for accessories, skin care, hair coloring, posture, history, and interview preparation are covered along with many other topics. Upon completion of the curriculum, and sometimes much sooner, students will be able to develop their own unique ?Strategies for Clothing?, and apply their best thinking on many different levels as they enter adulthood.",,application/pdf,
oai:ecommons.cornell.edu:1813/3403,Challenges in Clothing,"This second unit in the ?4-H Clothing Project Series? builds on the knowledge and beginning sewing skills developed in ?Adventures in Clothing: Unit I?. The 8 chapters in this project book begin with discovering how line, color, and texture can keep you ?Looking Good?. You?ll learn to successfully coordinate the outfits and accessories you wear. Whether you are buying or making clothes, the challenges in the ?Choosing Clothes? and ?Learning about Fabrics? chapters is to develop your consumer decision making skills. You?ll learn to make a wardrobe plan, and to evaluate the clothing choices you make. In the chapters about ?Creative Sewing? and ?Caring for Clothes?, your challenge is to grow in creativity, independence, and responsibility. In ?You and Others?, the challenge shifts to get beyond yourself and find how clothes affect your relationship with others.",,application/pdf,
oai:ecommons.cornell.edu:1813/3404,Adventures in Clothing,"The fist unit in the ?4-H Clothing Project Series? helps students develop basic knowledge about a broad spectrum of topics related to clothing and sewing. The basic science of color is introduced and broadened into color use and color effects in clothing. Design lines as related to fabric design, trims, seams, darts, and gatherings are explored. Clothing choice is introduced based on students? personal ?likes? or preferences, as well as needs. Fabrics are explored in terms of basic science, make-up, weave and finish. A longer chapter titled ?Creative Sewing? helps participants apply their new found knowledge with basic sewing skills in several step-by-step projects. Sewing machines, sewing tools use, hand sewing, sewing with and without patterns, body measurements, cutting, marking, and pressing are all covered. Clothing care, clothing safety, and personal pointers round out this wonderful curriculum.",,application/pdf,
oai:ecommons.cornell.edu:1813/3405,Tug Hill Aquifer: A Guide for Decision-Makers,"This guide is designed to help local government officials, developers, and citizens understand and use technical information based on an exhaustive groundwater study of the Tug Hill Aquifer located in upstate New York. Part I of the guide describes maps included in a USGS report to help users understand the value of maps in making land use management decisions. Part II provides examples of how maps might be used to make groundwater protection and development decisions.",,application/pdf,
oai:ecommons.cornell.edu:1813/3406,Aquifers,This bulletin describes aquifers in a non-technical language. Sand and gravel aquifers are emphasized because they are the most highly productive aquifers in the Northeast. They are a significant local and regional resource and should receive protection commensurate with their importance. Additional resources are referenced for further study.,,application/pdf,
oai:ecommons.cornell.edu:1813/3407,Groundwater Contamination,"Identifies and describes contamination sources, including septic systems and lawns. Since more than 97 percent of rural households get their drinking water from springs or wells, polluted groundwater is a concern.",,application/pdf,
oai:ecommons.cornell.edu:1813/3408,What is Groundwater?,"This bulletin introduces the reader to 19 basic groundwater concepts and the appropriate terminology used in describing them. Groundwater protection programs require an understanding of the groundwater resource. Learn about: Groundwater location, saturated zones, unsaturated zones, water tables, permeability, porosity, aquifers, recharge, confined or artesian aquifers, unconfined or water table aquifers, discharge points, flow rates, gaining streams, losing streams, well cones of depression and induced recharge, well contribution zones, drainage areas, and groundwater myths.",,application/pdf,
oai:ecommons.cornell.edu:1813/3413,Production of Maple Sirup and Other Maple Products,"Basic information covers sap flow, relation of sap to syrup, the sugar bush, equipment needed for the operation, and making syrup and other maple products.",,application/pdf,
oai:ecommons.cornell.edu:1813/3414,"Pesticide Management for Water Quality, Principles and Practices","This publication intends to explain the fates of pesticides after they have been introduced into the environment. In addition, processes which affect pesticide movement and management practices which reduce their losses are discussed. We hope that this information will foster the use of sound management practices which protect the quality of New York State's water resources.",,application/pdf,
oai:ecommons.cornell.edu:1813/3416,Giant Hogweed   Heracleum mantegazzianum,"Once cultivated as an unusual ornamental, this plant ""escaped"" into the wild and is now undesirable because its sap causes skin irritation in many people. This four-fold brochure will help you recognize and control this plant.",,application/pdf,
oai:ecommons.cornell.edu:1813/3417,Field Guides Made Easy,"What to look for and how, in identifying characteristics of birds, trees, mammals, and others.",,application/pdf,
oai:ecommons.cornell.edu:1813/3428,Plant and insect-mediated invasiveness of Phragmites australis and the litter dynamics and biodiversity of six freshwater macrophytes,"My thesis involves two distinct projects related to wetland plants.  The first evaluates plant traits for their contribution to the success of invasive Phragmites australis in North America and their interaction with herbivores.  The second investigates the relative effects of six plant species, with different growth forms, status (native v. nonnative) and tissue quality, on litter dynamics and invertebrate diversity in a New York freshwater wetland.
    Prevention is the most cost-effective and successful means of managing invasive plants.  Predicting future invasions depends on identifying plant traits that facilitate invasive success.  We investigated the influence of above-ground growth phenology and increased stem height on the success of invasive Phragmites australis in North America, using a phylogenetically-controlled comparison with a native, non-weedy P. australis subspecies.  We also measured the effects of specialist stem-galling Lipara flies and a generalist aphid (Hyalopterus pruni), both nonnatives to North America, on these above-ground traits.  Comparisons were made in 1) a common garden at Cornell University, Ithaca, NY, in 2003 and 2004, and 2) a field site at Montezuma National Wildlife Refuge, Seneca Falls, NY in 2003.  In the garden, but not the field, nonnative P. australis leaves remained green for about a month longer (native v. nonnative: 2003 = 59.93 v. 85.5 days, P = 0.0002; 2004 = 52.29 v. 87.39 days, P = 0.02).  For nonnative P. australis, leaves of the upper canopy consistently lived longer while leaf lifespan in the lower canopy was shorter or the same. Greater investment in high canopy leaves may increase carbon gain efficiency of nonnative P. australis.  Nonnative P. australis grew taller in the field but this was mediated by disproportionate Lipara attack rather than plant status (native or nonnative).  Lipara attack reduced stem height of all stems but only increased the lifespan of nonnative P. australis? low canopy leaves.  Aphids had no significant effect on measured plant traits.  Through increased carbon gain, leaf phenology may contribute to P. australis? competitive superiority over its native conspecific.  Higher susceptibility of native P. australis to nonnative herbivores may also facilitate nonnative P. australis? competitive superiority.
    Senesced plant litter from emergent macrophytes fuels freshwater wetland productivity and nutrient cycling.  Litter nitrogen content generally has a direct, positive effect on quantity and rate of resource availability to wetland biota.  Since plants vary in their nitrogen content, shifts in plant community composition may alter important wetland functions.  To study the consequences of changing plant dominance, we compared litter mass loss and invertebrate richness and abundance of six common macrophytes in a central New York freshwater wetland.  Plants studied include Typha latifolia L. (broad leafed cattail, Typhacea), T. angustifolia L. (narrow leafed cattail), Phragmites australis (cav.) Trin ex. Steudel (common reed, Poaceae), P.  australis subspecies americanus Saltonstall, P.M. Peterson & Soreng, Lythrum salicaria L. (purple loosestrife, Lythraceae), and Phalaris arundinacea L. (reed canarygrass, Poaceae).  After nine months, mass loss of most plant species diverged significantly.  Plant effect on invertebrate colonization was season and species-specific, with P. arundinacea almost consistently supporting higher invertebrate densities.  Although %N differed among some plant species, it was not a good predictor of mass loss or invertebrate abundance and richness.  Including plastic drinking straws as a treatment revealed that several invertebrates used litter for substrate rather than food.  We conclude that shifts in plant dominance among the six wetland macrophytes investigated could potentially alter wetland function, by changing decomposition rates and the invertebrate community.  Net quality of litter resources, which depends on the combined influence of morphology, chemical quality of specific plant organs, and feeding ecology of specific taxa, may be a better predictor of species effects on decomposition and diversity.",,application/pdf,
oai:ecommons.cornell.edu:1813/3431,"Kicking Black Holes, Crushing Neutron Stars,  and the Validity of the Adiabatic Approximation for Extreme-Mass-Ratio Inspirals","Current experiments hope to detect gravitational waves--oscillations of space and time predicted by Einstein. The strongest sources of gravitational waves are compact object binaries--orbiting neutron stars or black holes. Gravitational waves carry away energy, linear momentum, and angular momentum until the binary merges to form a single black hole. This thesis concerns three distinct projects regarding binary coalescence.

The linear momentum radiated when binaries merge imparts a recoil or ""kick"" to the final black hole. Black hole recoils have important astrophysical consequences: black holes can be displaced or ejected from their host galaxies or globular clusters, affecting black hole growth, quasar activity, and the density structure of galaxies. We compute the kick velocity using black hole perturbation theory, treating the binary as a small mass spiraling into a massive, spinning black hole. We find that the recoil can easily reach ~100-200 km/s but probably does not exceed 500 km/s.

Binary neutron stars are another important source of gravitational waves. Understanding the final coalescence phase of the gravitational wave signal requires computer simulations. Some numerical simulations have shown that the neutron stars are subject to a crushing force late in the inspiral. This crushing effect has had no explanation and is disputed.  We show that a compressive force arises due to a coupling of gravitomagnetic tidal fields to the current-quadrupole moment of the neutron star. However, except in special circumstances, this gravitomagnetic crushing effect is overwhelmed by stabilizing Newtonian tidal interactions.

A small compact object orbiting a massive black hole will be a strong source for space-based gravitational wave detectors. Accurate waveforms for these systems will require computing the self-force on the compact object. The tools to do this do not yet exist. But when the inspiral time is much longer than the orbital period (the adiabatic approximation), approximate waveforms for generic orbits can be computed. We estimate the error in the adiabatic approximation by computing the gravitational wave phase using post-Newtonian theory. We find that, for orbits with small eccentricity, the adiabatic waveforms will be good enough for detection but not for parameter extraction.",,application/pdf,
oai:ecommons.cornell.edu:1813/3470,Understanding and managing the rhizosphere in agroecosystems,"Agricultural systems represent the major form of land management, covering 5 billion hectares of the global terrestrial land area. The unintended consequences of agriculture extend well beyond agricultural landscapes and include environmental degradation and social displacement (Hambridge 1938; Vitousek et al. 1997; Friedland et al. 1991). Many have advocated the adoption of an ecosystem-based approach that would incorporate multifunctionality as an agricultural goal and entail broad application of fundamental ecological principles to food production (Dale et al. 2000; Drinkwater and Snapp 2005). This approach would aim to reduce external inputs and environmental degradation by increasing the capacity for internal, ecological processes to support crop production while contributing to other ecosystem services (Dale et al 2000). 
	Most efforts devoted to managing the rhizosphere in agricultural systems have emphasized processes that contribute directly to maximizing yield within the context of resource-intensive cropping systems. Several excellent reviews are available covering the role of rhizosphere biology in promoting crop growth under the nutrient rich conditions of high input agriculture (cf. Pinton et al. 2001; Lynch 1990). In particular, the biology of important root pathogens and plant-microbial N-fixing symbioses have been extensively studied within this context (Spaink et al. 1998; Whipps 2001). A smaller amount of rhizosphere research has focused on achieving modest improvements in yields under severe nutrient or water limitations that are commonly found in low-input, subsistence agroecosystems of the developing countries where farmers do not have access to purchased fertilizers and pesticides (Lynch 1990).
	In this chapter we will assess the current ecological understanding of the rhizosphere in agroecosystems and broaden the scope of rhizosphere contributions to encompass a variety of ecosystem functions beyond those directly related to maximizing crop growth and yields. Our aim is to examine the potential for rhizosphere processes and plant-microbial interactions to restore agroecosystem functions to reduce input dependancy and environmental degradation. We begin with an inventory of how conventional, high input management has altered the soil environment and biota in agroecosystems with particular emphasis on the consequences for the rhizosphere habitat. We then survey a range of rhizosphere processes and examine how current management practices enhance or hinder the process and evaluate the potential for improved functionality. Finally, we look ahead and discuss how management of the rhizosphere and plant-microbial interactions could be approached within multifunctional, ecologically-sound agricultural systems of the future.",,text/richtext,
oai:ecommons.cornell.edu:1813/3484,Gender and Say: A Model of Household Behaviour with Endogenously Determined Balance of Power,"The evidence that the same income can lead to different household decisions, depending on who
the earner is, has led to an effort to replace the standard household model with the ‘collective
model’, which recognizes that a household’s decisions depend on the power balance between the
husband and the wife. This article recognizes that the power balance can, in turn, depend on the
decisions made. A new ‘household equilibrium’ and its dynamics are described and it is shown that
there can be multiple equilibria in female labour-supply, and that child labour can decline and rise as
the wife’s power increases.",,application/pdf,
oai:ecommons.cornell.edu:1813/3485,Consumer Cognition and Pricing in the Nines of Oligopolistic Markets,"The paper fully characterizes the Bertrand equilibria of oligopolistic markets 
where consumers may ignore the last (i.e., the right-most) digits of prices. 
Consumers, in this model, do not do this reflexively or out of irrationality, but 
only when they expect the time cost of acquiring full cognizance of the exact 
price to exceed the expected loss caused by the slightly erroneous amounts that 
are likely to be purchased or the slightly higher price that may be paid by virtue 
of ignoring the information concerning the last digits of prices. It is shown 
that in this setting there will always exist firms that set prices that end in nine 
though there may also be some (nonstrict) equilibria where a non-nine price 
ending occurs. It is shown that all firms earn positive profits even in Bertrand 
equilibria. The model helps us understand in what kinds of markets we are most 
likely to encounter pricing in the nines.",,application/pdf,
oai:ecommons.cornell.edu:1813/3486,International credit and welfare: A paradoxical theorem and its policy implications,"This paper considers a developing nation that faces a foreign exchange shortage and hence 
its demand for foreign goods is limited both by its income and its foreign exchange balance. 
Availability of international credit relaxes the second constraint. We develop a simple model 
of strategic interaction between lending institutions and firms, and show that the availability 
of international credit at concessionary rates can leave the borrowing nation worse off than if 
it had to borrow money at higher market rates. This 'paradox of benevolence' is then used to 
motivate a discussion of policies pertaining to international lending and the Southern 
government's method of rationing out foreign exchange to the importers.",,application/pdf,
oai:ecommons.cornell.edu:1813/3487,Astronomy: It's Out of This World,"Youngsters from 8 - 12 can walk through the solar system and search the night sky while learning about the basics of astronomy. 15 easy, but very informative, hands-on projects and experiments teach kids about stars, night vision, night activities, the moon, the solar system, telescopes, constellations and sundials. Astronomy periodicals, web sites, equipment vendors, observatories and planetariums, and astronomy clubs are listed with contact information so students and leaders alike may advance their knowledge even further.",,application/pdf,
oai:ecommons.cornell.edu:1813/3488,The Home Vegetable Garden,"A popular and timeless how-to-guide for planning, preparing, and maintaining a productive garden. Planting schedules, recommended varieties, pest control, soil and climate considerations and equipment needs are all covered.",,application/pdf,
oai:ecommons.cornell.edu:1813/3490,Clothing Connections,"Clothing Connections is a classic curriculum, specially designed and written for leaders and volunteers to assist and guide them in sharing a variety of clothing experiences with boys and girls 9 years of age and older. The booklet has been organized into eight different units, all of which provide creative ways for teaching about fabrics, clothing selection and care, dressing for cold and warm environments, sewing skills (without the use of sewing machines!), and recycling techniques. Each unit includes step-by-step directions and background information to help leaders prepare for and conduct the programs, regardless of whether their sewing experience is limited or considerable. Master copies of activity sheets may be duplicated to share with program participants. These handouts highlight the basic concept of each unit, and include directions and patterns for making different items, games, and puzzles. This curriculum is the outgrowth of a program developed by the New York City 4-H home economists for use in youth agency settings such as summer day camps, classrooms, community centers, and after-school programs. Many leaders and young people who have participated in this program have played a major role in determining and revising core projects. Projects can be modified for use with children younger than 9 years of age.",,application/pdf,
oai:ecommons.cornell.edu:1813/3491,Analysis and evaluation of loyalty programs measured on a set of variables for a leading credit card company,"This project was divided into three parts. By storing a large data set in the database system, the data can be efficiently queried to analyze the customer base with reference to size and density, distribution, and vital statistics. First, the current customer portfolio was profiled in terms of demographics, net present value, and transactional behavior. Then the data mining techniques were applied to build empirical models. Here the main technique is the k-means, an algorithm of cluster analysis. Our goal was to find the group that made the most use of the reward programs and the group that was the most profitable for the company. After comparing the characteristics of these two groups, it was found that they were somewhat poorly matched. That means that the current reward program might have some problems, because the more profitable customers were not rewarded more. Second, the lagged regression analysis was used to explore the cause-effect relationship between spending and redemption. This information helped to some extent to judge ?the price of loyalty?. The results showed that there was some correlation between them, and it also provided estimated parameters in the regression models. Last, the current rewards scheme was evaluated and several possible schemes were also come up with. By making some reasonable assumptions and running the cost-benefit analysis, a modified scheme was recommended and it was showed to contribute better revenue for the company and to benefit customers as well.",,application/pdf,
oai:ecommons.cornell.edu:1813/3511,"Characterizing the Interplay between FAK, Src, and ACK2 in the Regulation of SH3PX1 Activity","Sorting nexin, SH3PX1, has been associated with endocytosis through its interactions with key endocytic proteins involved in the processing of cell surface receptors.  These dramatic cellular effects, largely associated with the tyrosine phosphorylation of SH3PX1, have elicited interest in determining the molecular mechanisms underlying this phosphorylation event.

The first major focus of these studies was to develop reagents that could be used to further characterize the role of SH3PX1 in endocytosis.  SH3PX1 has been identified as a substrate of the nonreceptor tyrosine kinase, activated Cdc42-associated kinase-2 (ACK2), and the resulting phosphorylation enhances degradation of the epidermal growth factor (EGF) receptor in cells.  In order to further characterize ACK2-catalyzed SH3PX1 phosphorylation, we have identified tyrosine 287 as a major site of phosphorylation by mass spectrometry.  Moreover, we have shown that the pyridopyrimidine PD158780 is a potent inhibitor of ACK2 kinase activity in vitro (IC50 ~80 pM).  Together, we believe that phosphorylation-defective mutants of SH3PX1 and small molecule inhibitors of ACK2 kinase activity will help to further establish the roles of ACK2 and SH3PX1 in EGF receptor processing. 

The second aspect of these studies involved the identification and characterization of novel tyrosine kinases that phosphorylate SH3PX1 in cells, namely focal adhesion kinase (FAK) and Src.  Here, we show that FAK and Src differ considerably from ACK2 in their abilities to phosphorylate SH3PX1.  For example, FAK and Src are more effective kinases for SH3PX1, compared to ACK2.  In addition, we show that FAK and Src are able to phosphorylate several carboxyl-terminal truncation mutants of SH3PX1 that are defective for ACK2-catalyzed phosphorylation, suggesting that FAK and Src bind to and phosphorylate different sites on SH3PX1.  This was further confirmed by mass spectrometry analysis which identified residues Y177, Y239, Y269, Y294, and Y561, as Src-catalyzed phosphorylation sites, with Y239 as the major site.  Given the observed differences exhibited by FAK and Src, versus ACK2, in binding and phosphorylating SH3PX1, it now seems likely that this sorting nexin may be responsible for translating a complicated array of regulatory inputs into the endocytosis and degradation of membrane receptors.",,application/pdf,
oai:ecommons.cornell.edu:1813/3497,Common Poisonous Plants,"Poisonous plants are found everywhere. This bulletin, which includes color photographs, tells how to recognize the most common ones, how to avoid them, and what to do if a poisoning occurs. More than 40 species are described and illustrated. Poisonous cultivated house plants, flower and vegetable garden plants and ornamentals, as well as toxic wild plants are covered. Pet owners, parents, and farmers will find this information particularly useful.",,application/pdf,
oai:ecommons.cornell.edu:1813/3498,Parenting Skills Workshop Series,"This workshop manual is designed for professionals working with parents who may not learn well from text-based teaching approaches. Basic parenting skills are presented in a hands-on learning format suitable for any level of literacy. Originally designed for court-mandated parents, this workshop has proved successful with a broad audience.

The eight-week curriculum is based on themes consistent with familiar parent education programs such as STEP (Systematic Training and Effective Parenting), and PET (Parent Effectiveness Training). Each two-hour workshop becomes a setting for participants to learn new skills in a format that emphasizes action in ""real"" situations. ""Five Basic Parenting Skills"" posters and reproducible handouts, as well as a reproducible ""Certificate of Achievement"" included.",,application/pdf,
oai:ecommons.cornell.edu:1813/3499,Your Septic System,"Studying up on septic systems often ranks last in importance with homeowners - until an emergency strikes. This cleverly designed fact sheet set not only describes what to do if your septic system fails, but also contains all the necessary information to understand how a septic system works, how to properly maintain a septic system -- to prevent emergencies, and how to keep maintenance records -- all in a tidy, clearly marked and easy to find, tabbed folder that fits in a filing cabinet or notebook.

This resource is inexpensive, informative, practical, and it supports the concept and value of clean water quality standards and human health. A septic system is a critical component of a home, treating liquid waste in order to prevent contamination of drinking water and nearby lakes and streams.

The folder itself not only acts as an organizational device to hold vital septic system information, but also doubles as a quick-tip guide, and a maintenance record worksheet. Each of the five fact sheets inside the folder speaks to a unique topic revolving around septic systems. Fact Sheet #1, titled ""What to Do if Your Septic System Fails"", describes what a failure is, why failures happen, symptoms of a failure, immediate steps to take in case of a failure, long-term options, and prevention tips. Fact Sheet #2, ""Maintaining Your Septic System: Special Considerations for Shoreline Property Owners"" addresses unique issues associated with homes built near lakes, streams, or ponds, including how to identify signs that contaminants are reaching the water, and how to prevent problems. Fact Sheet #3, ""How to Conserve Water in Your Home and Yard"" offers 17 water saving tips that help reduce the risk of damaging your septic system, while saving money and protecting your health. Fact Sheet #4, ""What You Need to Know When Buying or Selling a House"" provides a list and description of minimum evaluation criteria, as well as an easy-to-use worksheet to aid in your home-buying or selling decision. Fact Sheet #5, ""Considerations When Building or Remodeling a Home"" covers siting your septic system, codes and permits, percolation tests, design and installation, and also includes a handy table for determining minimum septic tank capacities.

""Your Septic System"" was developed by Cornell Cooperative Extension Project Team members Martha G. Shortlidge, Westchester County; Jo Ellen Saumier, Rockland County; Marjorie L. Nichols Keith, Putnam County; and A. Meyer, Dutchess County; and supported by a grant from the Water Resources Institute at Cornell University, with funds provided from the NYS Department of Agriculture and Markets. Some portion of the information contained in these facts sheets was adapted from Michigan State University Cooperative Extension Service.",,application/pdf,
oai:ecommons.cornell.edu:1813/3558,Wine and Juice Grape Varieties for Cool Climates,"This information bulletin describes the broad range of leading wine and juice grape varieties available for commercial use, including Vitis vinifera, hybrids and selected Vitis labrusca. Descriptions of selected varieties in the grape stage and the resulting wines are included. Information regarding susceptibility of varieties to low-temperature injury and disease, as well as bird, insect, and disease damage and control is included as well.",,application/pdf,
oai:ecommons.cornell.edu:1813/3559,Homemade Wine,"Explains the basics for successfully fermenting grapes naturally into wine. Provides information on clarifying, finishing, and bottling.",,application/pdf,
oai:ecommons.cornell.edu:1813/3560,Growing African Violets,"This classic bulletin list violet variations, describes the procedures for repotting, crown division, watering, lighting, rejuvenating and addresses common problems with this year round bloomer.",,application/pdf,
oai:ecommons.cornell.edu:1813/3610,The Economy and the Foundation of the Modern Body Politic: Malthus and Keynes as Political Philosophers,"My dissertation explores the making of the modern division between the political and the economic realm. To modern political reason, the economy appears like a self-standing reality, internally related in terms of functions and understood to follow regulating laws of its own. The dissertation counters this account of the relation between the economic and the political realm. It analyzes the epistemological claims to objectivity, on which this division rests and shows how the allegedly neutral depictions of economic necessity remain inextricably linked to political imaginations of order. The main thesis of the work posits that the modern rendering of economic reality in terms of a self-contained and functional realm stems from the desire to establish secure foundations for a viable body politic.
The works of Malthus and Keynes are the exemplary cases for this study of the intimate relations between political reason and accounts of economic objectivity. The writings of Malthus crystallize in important respects the emergence of the specific modern objectivity at the beginning of the nineteenth century. With him, the notion of scarcity gained its important role for defining economy. It is shown that the definition of economy in terms of scarcity is tied to Malthus? attempts to envision a regulatory epistemology for the social body, which ensures a silent and visceral order against the uncertainties of the political world. The economic realm is thus conceived as the foundation of the body politic. The writings of Keynes witness the crisis of this economic foundation at the beginning of the twentieth century. The dissertation explicates Keynes? critique of the epistemology of scarcity, which underwrites modern accounts of economy. He opens a perspective on economy in terms of temporality, conventions and power, which traverses the closed boundaries of the economy. But this different view on economy is overlaid by Keynes? political desires to procure new foundations for the body politic: the envisioning of a national economy under the guidance of the economic expert, for which Keynesian economics is known, fulfills this desire. The thinking of economy is thus shown to be inextricably tied to the question of the political.",,application/pdf,
oai:ecommons.cornell.edu:1813/3572,The Cornell Guide for Planting and Maintaining Trees and Shrubs,"The Cornell Guide for Planting and Maintaining Trees and Shrubs is a benchmark text written for professional horticulturists and home owners alike. 

Includes reliable tips for properly selecting plants from nurseries, guidance for appropriate site selection, transplanting processes and schedules, drainage management, and soil preparation. Important tasks immediately following planting - from watering, mulching, staking and wrapping, to pruning, fertilizing and anti-desiccant application provide professionals and hobbyists with knowledge to ensure their trees and shrubs flourish and thrive. Regular maintenance practices, including tips for protecting plants during construction, and the importance of monitoring for insect and disease problems are included. Includes numerous drawings, tables, tips, historical references, and a glossary with important terms.",,application/pdf,
oai:ecommons.cornell.edu:1813/3573,Pruning,"This pruning guide offers practical information, with clear, easy to follow instructions for successful pruning and maintenance of ornamental trees and shrubs.  Readers begin with the basics of timing and frequency of pruning, and the necessary equipment to achieve the desired results.  Gardeners and landscapers will find detailed instructions for pruning, maintaining, and rejuvenating deciduous and evergreen trees, shrubs, heaths and heathers.  A section is devoted to manipulation techniques for shaping shrubs into small trees, as well as configuring hedges and vines.  Topiary, pollarding, espalier and chemical growth control instruction is included for advanced gardeners.  Numerous drawings, tables, tips, historical references, and the glossary are included in the bulletin which is drawn from Cornell research, extension demonstrations, and practical landscape and garden experience.",,application/pdf,
