oai:ecommons.cornell.edu:1813/2547,"Manuscripts and Water Quality Data for Watersheds and Lakes in Central NY, 1972-2003","David Bouldin, Emeritus Professor, Crop and Soil Science, Cornell University --- 
E-mail: DRB6@Cornell.edu --- 

In 1970 Cornell University received a grant from the Rockefeller Foundation to study runoff from land and its impact on water quality. A multidisciplinary team, focused on the lakes and landscapes in central NY, was developed and led by Professor Robert J Young. Since the above project was finished, I have continued to monitor Fall Creek, sub-watersheds in Fall Creek, other tributaries to Cayuga Lake and the aquifers on the Harford T and R center. (intro.doc)
 --- 
The appended files describe the results of analysis of over 3000 water samples, 1970- 2003, concerned with land runoff and the lakes in central NY. Major findings follow. References to the appropriate document can be found in the folder ""mss""
--- 
Three P fractions were measured: MRP, TDP and TP. MRP is measured on filtered samples without treatment and is presumed to be mostly inorganic P in solution. TDP is measured on filtered samples after oxidation of organic forms of P and hence is total Pin solution. TP is particulate P plus TDP. Usually MRP and TDP are considered the major forms used by algae. (ms1, ms2, ms13, ms14)
 --- 
The average TDP in about 1500 samples from Fall Creek was 0.026 mg per liter, loading was about 4400 Kg P or about 0.13 kg/ha/year . About ? was MRP. Total P was about 0.140 mg/liter. Approximate sources of TDP are as follows: 50% from inactive agriculture and forest, the other 50% attributed to human activities of which about half from diffuse sources and half from point sources. MRP concentrations in runoff from 16 subwatersheds, February to April of 1973, varied from 0.006 to 050 mg/l. The TDP in Cayuga Lake ranges from 0.005 to 0.020 mg per liter (ms3, ms4, ms5, ms6, ms7).
 --- 
NO3 loading from Fall Creek is about 5 kg/ha /year; this is about 80% of the input of inorganic N in precipitation.  This is a consequence of mosaic of sources varying widely in concentration. NO3 loading from 9 subwatersheds in Fall Creek varied from 1 to 7.7 kg/ha/year; no samples containing more than 10 ppm was found. (ms8,ms5,ms9,ms6,ms7,ms10) 
 --- 
Streams draining  wooded areas without human habitations or active agriculture have NO3 concentrations and loadings on the order of 20 % of the inputs of inorganic N from precipitation (~1kg/ha/year). and  similar to those found in the Catskill and Hubbard Brook in NY (ms5,ms6,ms7,ms9) 
 --- 
There are unlikely to be more than a very few small streams in the Cayuga Lake watershed in which the concentration of NO3-N will exceed the 10 ppm public health standard. However  aquifers under heavily fertilized fields may contain more than the public health standard. (ms9, ms5)
 --- 
Estimates of evapotranspiration (ET) for Fall Creek did not change statistically during the period 1926-1996 as estimated by annual precipitation input minus stream outflow, indicating that land use changes were not important in influencing ET.(ms_15)
 --- 
The most important sampling protocols are the following:  Concentrations of constituents in stream water vary seasonally and with flow intensity. This means that a) timing of sampling must be carried out during all seasons and over all flow regimes, b) amounts of various substances such as N, P and sediment transported to lakes and reservoirs are the product of flow multiplied by concentration which means that flow measurements must be made at the same time as samples are taken for analytical determination and c) most of the water leaves the watershed during the 10 to 20 % of the time that highest flows occur; this means that timing of sampling must include frequent sampling during storm events. With respect to TDP, point sources will be most evident under low flow conditions while non- point sources will be most evident under high flow conditions. Loading of non point sources is thus very much dependent on the 10 % to 20% of the time when highest flow conditions occur. --- 
The most important conclusion I reached about watershed management is the following.  Watershed management requires detailed knowledge about the cost of several management options per unit of decrease in loading/ concentration. Our experience was that the various human activities in sub watersheds were correlated with each other. This meant that statistical analysis of correlations between loading of N and P were useless in identifying the management options which would be most beneficial. This also means that commonly used procedures for validating models are useless in terms of developing management strategies . (Ms12)",,application/vnd.ms-excel,Dataset
oai:ecommons.cornell.edu:1813/10490,2006/2007 U.S. News & World Report's America's Best Colleges: CUL's data,"Annually, Library Communications and RAU provide a short summary text and 5 core collection counts to Cornell's Office of Institutional Research and Planning to be included in CU's data in U.S. News & World Report's America's Best Colleges.",,,Dataset
oai:ecommons.cornell.edu:1813/10497,Historic circulation of Olin monographs and serials by LC class,"This report was created for the Olin Renovation Committee.  It provides counts of Olin LC monograph and serial volumes by floor and LC classification, and reports on their online circulation as of 8/20/07.  For each LC class, it counts the number of volumes that had and hadn't circulated online (since 2000), and the total number of online charges.  It also reports the percentage of items that had circulated per class, historical charges per item circulated per class, and historical charges per item per class.  Note that not all serials are yet barcoded; see report for additional data limitations.",,,Dataset
oai:ecommons.cornell.edu:1813/10498,Items with LC call numbers charged out from Olin on 8/29/07,"This report was created for the Olin Renovation Committee.  It counts the number of Olin stacks items with LC call numbers charged out on 8/29/07, by LC class and shelving size.",,,Dataset
oai:ecommons.cornell.edu:1813/10499,"Monographic item records added for Olin from 2002 through August 27, 2007","This report was created for the Olin Renovation Committee.  It counts the number of monographic item records added to the Olin stacks from 2002 to August 27, 2007 by floor, LC classification and year.  Because of the Backlog Reduction and recon projects, various estimated yearly averages are included to help users get a feel for what future figures might be.  See report for more information on data limitations.",,,Dataset
oai:ecommons.cornell.edu:1813/10500,"Serial item records added for Olin from 2002 through August 27, 2007","This report was created for the Olin Renovation Committee.  It counts the number of serial item records added to the Olin stacks from 2002 to August 27, 2007 by floor, LC classification and year.  An average for 2002-2006 is included.  Note that not all serials are yet barcoded; see report for additional data limitations.",,,Dataset
oai:ecommons.cornell.edu:1813/10505,Count of items by LC Class (Olin stacks) showing # of unique items checked out by each patron group from June 2000 through 8/8/07,"This report was created for the Olin Renovation Committee. It provides counts of Olin LC monograph and serial volumes by floor and LC classification, and how many unique volumes in each class were circulated since CUL went to Voyager in June of 2000. For each class, it reports: the number of unique items circulated, the percentage of unique volumes circulated; how many unique volumes in each class were circulated to each patron group (excluding departmental processing cards); and the sum of unique volumes circulated over all patron groups per the number of unique volumes that had circulated. Note that not all serials are yet barcoded; see report for additional data limitations.",,,Dataset
oai:ecommons.cornell.edu:1813/10838,LibQUAL+ Spring 2002 survey results - Cornell University Library,"Cornell University Library's (CUL's) 2002 LibQUAL+ results.
This report was produced by LibQUAL+ for Cornell University Library.  LibQUAL+ is a suite of services that libraries use to solicit, track, understand, and act upon users' opinions of service quality.  These services are offered to the library community by the Association of Research Libraries (ARL).  For more information, visit www.libqual.org.",,,Dataset
oai:ecommons.cornell.edu:1813/10839,LibQUAL+ Spring 2003 Survey.  Institution Results. Cornell University Library.,"Cornell University Library's (CUL's) 2003 LibQUAL+ results. This report was produced by LibQUAL+ for Cornell University Library. LibQUAL+ is a suite of services that libraries use to solicit, track, understand, and act upon users' opinions of service quality. These services are offered to the library community by the Association of Research Libraries (ARL). For more information, visit www.libqual.org.",,,Dataset
oai:ecommons.cornell.edu:1813/10840,LibQUAL+ 2005 survey.  Cornell University Library.,"Cornell University Library's (CUL's) 2005 LibQUAL+ results. This report was produced by LibQUAL+ for Cornell University Library. LibQUAL+ is a suite of services that libraries use to solicit, track, understand, and act upon users' opinions of service quality. These services are offered to the library community by the Association of Research Libraries (ARL). For more information, visit www.libqual.org.",,,Dataset
oai:ecommons.cornell.edu:1813/10885,Causative and Non-Causative Verbs,,,,Dataset
oai:ecommons.cornell.edu:1813/11095,2006/2007 Annual Statistics (full version),"CUL fiscal year input and output statistics on collections, services, expenditures, staffing and facilities.  Includes current and 5-year, and unit and library-wide data.",,,Dataset
oai:ecommons.cornell.edu:1813/11096,"2006/2007 Annual statistics (printed, summary version)","CUL 5-year longitudinal input and output statistics on collections, services, expenditures, staffing and facilities.  Includes unit and library-wide data.",,,Dataset
oai:ecommons.cornell.edu:1813/11144,What do users think of us? Mining three years of CUL LibQUAL+ data (Word doc),"This study of CUL's LibQUAL+ data was presented on May 21, 2008 at CUL's Professional Development Week.  The PowerPoint file is located in CUL's eCommons: http://ecommons.library.cornell.edu/handle/1813/10842 . This report records the narrative of the presentation to help CUL colleagues better understand the many graphs in the PowerPoint.  There were two goals for the study. First, we wanted to determine what longitudinal data could be mined from past LibQUAL+ surveys' core questions.  Second, as CUL considers if and when it would like to administer the LibQUAL+ survey again, we wanted to get a sense from CUL staff of how useful that data is to their decision making processes.   The study aimed to identify trends, as well as areas where CUL has done well, and where it needs improvement. CUL administered LibQUAL+ four times: in 2001, 2002, 2003 and again in 2005.  The 2001 survey data was not included in this analysis due to the pilot nature of that year.",,,Dataset
oai:ecommons.cornell.edu:1813/11212,"Ekman sampling of benthic invertebrates in Oneida Lake, New York, 1964-2006","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This dataset contains counts of benthic invertebrates sampled from 1964-2006 at up to seven locations on Oneida Lake in central New York state. Samples were collected using an Ekman sampler, and invertebrates were handpicked from samples and identified to family or higher taxonomic level. The dataset is comprised of a primary table with fields for lake, date, site, gear, gear type, and abundance for each taxon counted. A secondary table contains latitude and longitude in decimal degrees for each site.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information.  All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/11213,"Zooplankton survey of Oneida Lake, New York, 1975 - 2006","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This data package contains biomass, density, and average size data for zooplankton collected at six sites on Oneida Lake, NY from 1975 to 2006. The data package also contains a location table with latitude and longitude of each of the sampling sites as well as a table containing common name, scientific name, and taxonomic serial number for each of the taxon codes used in the primary table.","This data package must be uncompressed for use. In addition to the 
data described above, it includes an Ecological Metadata Language 
(EML) record, which describes in considerable detail the contents of 
the data table(s), methods, usage rights, and other information.  All 
users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/11215,"Lakewide zebra mussel summary, Oneida Lake, New York, 1992 - 2009","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This data package contains yearly lakewide estimates of biomass, density, and average size of zebra mussels collected from 1992 to 2009. Site specific data are not published here but may be obtained from the data contact.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language 
(EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information.  All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/11216,"Gill net survey of fishes of Oneida Lake, NY, 1957 – 2010","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This data package contains tables summarizing data collected during standardized gill net sampling efforts conducted from 1957 - 2010. The three primary tables summarize abundances of thirty-seven species for each sample date, yearly catch per unit effort for thirty-seven species, and yearly totals by age class for yellow perch, walleye, and smallmouth bass. Auxiliary tables contain latitudes and longitudes of standard sampling sites and explanations of species names used in the primary tables.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language 
(EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information.  All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/11217,"Standard trawl sampling data, Oneida Lake, NY, 1961 - 2010","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This dataset reports data collected during standardized trawl sampling efforts at ten sites on Oneida Lake in central New York State from 1961 to 2006. Data from an additional seven shallow water sites that were sampled during 1971 and 1973 - 1977 are also reported in this dataset. The trawl summary table contains total catch, total weight, and mean weight data by species and age group (adult and young of year) for each sampling date. Weight is not available for all groups and time periods. Additional tables report catch per unit effort by year and age (1-6+ and 1-7+, respectively) for yellow perch and walleye. Auxiliary tables contain explanations of species codes and latitudes and longitudes for the ten standard sampling sites as well as the seven additional sites that were sampled in the 1970s.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language 
(EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information.  All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/11225,Monthly operation reports for the City of Ithaca (New York) Water Treatment Plant including raw Sixmile Creek water and finished drinking water for 2000-2010,"The data posted here are used by the City of Ithaca Water Treatment Plant for process control and reporting purposes. Raw water (untreated Sixmile Creek) is monitored for key water quality and chemical properties. Some of the monitoring serves to track water quality trends for possible problems, other monitoring is done to aid in optimization of treatment, i.e. chemical applications. The water is monitored at various points throughout the treatment process to ensure that treatment goals are being achieved. Backwash, settling, filtration, and Vinegar Hill pump station are all examples of system components that are monitored. The finished water (treated tap water sampled at the water treatment plant) quality data collection is targeted to meeting basic standards as defined by the New York State Department of Health and U.S. Environmental Protection Agency. The City of Ithaca drinking water distribution system is divided into three parts: gravity, East Ithaca, and Mitchell Street. East Ithaca and Mitchell Street are two different pumping zones, each with multiple pumps. Flow and pressure are tracked independently to these different parts and pumps in the system. Finally, related information is collected about pump hours and chemical usage. This information is important for process control with regards to chemical treatment and can also serve as chemical and mechanical tracking. The posted data covers 2000-2010 (2010 data through March only). Available data, to be posted in the future, covers 1915 to the present.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table, methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/11228,"Phytoplankton survey of Oneida Lake, New York, 1975 - 1995","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This data package contains results of phytoplankton surveys of Oneida Lake, New York between 1975 - 1995. The primary table gives densities of 153 phytoplankton taxa identified in samples collected from five standard sites. Supplemental tables provide explanations of the taxonomic codes used in the primary table as well as geographic coordinates for the sampling sites. In years subsequent to 1995, phytoplankton samples were processed by an environmental consulting company. These data are not published here; please contact the data owners for more information.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/11229,"Limnological summary and depth profile for six standard sampling sites on Oneida Lake, New York, 1975 - 2006","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This data package includes three tables. The first is a summary of limnological data gathered during standard sampling of Oneida Lake from 1975 - 2006. The second provides profile data by depth for temperature, dissolved oxygen, pH, and conductivity. A supplemental table provides the coordinates of the six sampling sites.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/11822,2007/2008 Fact Sheet,A ready reference subset of key data from CUL's Annual Statistics Report.,,,Dataset
oai:ecommons.cornell.edu:1813/12127,2007/2008 Annual statistics (full version),"CUL fiscal year input and output statistics on collections, services, expenditures, staffing and facilities.  Includes current and 5-year, and unit and Library-wide data.",,,Dataset
oai:ecommons.cornell.edu:1813/12229,2007/2008 Statistical excerpt from the CUL Annual Report,"Statistical excerpt from the 2007/2008 CUL Annual Report (p.60-73).  This new version replaces the earlier ""summary version"" of the CUL Annual Statistics.  The full CUL Annual Report is available at http://www.library.cornell.edu/aboutus/inside/annrep .",,,Dataset
oai:ecommons.cornell.edu:1813/12243,"Ice Cover data for Oneida and Cazenovia Lakes, New York, 1826-2011","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This dataset reports the data on ice cover of Oneida Lake and the nearby Cazenovia Lake.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/12574,Carbon (1s) NEXAFS spectra of biogeochemically relevant reference organic compounds,"Natural organic matter (NOM) is a significant and active component in soils and sediments and plays an important role in carbon cycling. This data set provides a library of carbon (1s) near-edge X-ray absorption fine structure (NEXAFS) spectra of biogeochemically relevant reference organic compounds. These spectral features can be used to derive structural information and determine peak assignment criteria to aid in the identification of complex organic carbon compounds in environmental samples. Comprehensive information on this research is presented in the following publication: Solomon, Dawit, Johannes Lehmann, James Kinyangi, Biqing Liang, Karen Heymann, Lena Dathe, Kelly Hanley, Sue Wirick, and Chris Jacobsen. 2009 (In press: vol. 73). Carbon (1s) NEXAFS spectroscopy of biogeochemically relevant reference organic compounds. Soil Science Society of America Journal.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/12693,"Estimates of walleye abundance for Oneida Lake, NY (1957-2008)","The Cornell Biological Field Station (CBFS) serves as a primary field site for aquatic research at Cornell University (more information can be found at http://www.dnr.cornell.edu/fieldst/cbfs.htm) and is part of the Department of Natural Resources, College of Agriculture and Life Sciences at Cornell University. The centerpiece of the station's research program is a 50-year database on the food web of Oneida Lake, New York, that has been collected with support from the Cornell University Brown Endowment and from the New York State Department of Environmental Conservation. The data are collected by personnel from the Cornell Biological Field Station and include limnology, benthos, zooplankton, phytoplankton, and fish survey data, primarily from Oneida Lake and spanning 1957 to the present. This dataset reports the CBFS estimates of walleye abundance at different stage and age groups in Oneida Lake. These estimates are based on data from standard trawl (1961-2008; http://hdl.handle.net/1813/11217) and gill net catches (1959-2008; http://hdl.handle.net/1813/11216), mark-recapture estimates for age 4 and older walleye, an analysis combining these data sets (Irwin et al. 2008), Miller sampler surveys for larval walleye, and information from the Constantia Fish Cultural Station on number of newly hatched larval walleye stocked each year. There are two primary data tables: one with the estimated abundance in # fish/ha for age 1 and older walleye in April of each year, and one with estimated abundance, length, and sampling dates for age-0 walleye (larvae, juveniles, age-1 in the following spring). An additional table, catchability, contains numbers used to estimate walleye abundance as described in the methods section.","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/12750,2007/2008 ARL Statistics survey: CUL's response,This main ARL survey collects data on: collections; expenditures; staffing; services; and institutional characteristics.  Three publications are created from this data: the ARL Statistics (which for CUL includes Law but not Medical); the Law Library Statistics; and the Health Sciences Library Statistics.  The instructions and input form are included.,,,Dataset
oai:ecommons.cornell.edu:1813/12751,2007/2008 ARL Preservation Statistics survey: CUL's response,"This ARL survey collects data on the preservation/conservation efforts of ARL members.  Data is collected on: staffing; expenditures; conservation treatments; and preservation reformatting.  As for the main survey, for CUL, the Medical Library's data is not included.  The instructions and input form are included.",,,Dataset
oai:ecommons.cornell.edu:1813/12752,2008 NCES Academic Libraries survey: CUL's response,"Federally mandated, NCES collects data from degree-granting postsecondary institutions (~3,700) on a biennial basis.  Data is collected on collections, services, expenditures, staffing and facilities.  This PDF includes CUL's response and the NCES instructions.",,,Dataset
oai:ecommons.cornell.edu:1813/13098,"Long-term Investigation of Territorial Behavior and Population Dynamics in the Common Loon, 1993-2009","The Loon Project research focuses on two main issues: 1) how young animals acquire a territory, which they must have to breed, and 2) how older, established breeders hold onto their territories for as long as possible. In the course of exploring these two central issues, we have probed other areas, such as the impact of nesting platforms on reproductive success of loons, genetic parentage of loon chicks, changes in the territorial yodels of males, and local movements of breeding and non-breeding loons. More information can be found on the project website (http://www1.chapman.edu/~wpiper/index.html) including techniques (http://www1.chapman.edu/~wpiper/technique.html), and findings (http://www1.chapman.edu/~wpiper/findings.html).","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/14160,2008/2009 ARL Statistics survey: CUL's response,This main ARL survey collects data on: collections; expenditures; staffing; services; and institutional characteristics.  Three publications are created from this data: the ARL Statistics (which for CUL includes Law but not Medical); the Law Library Statitsics; and the Health Sciences Library Statistics.  The instructions and input form are included.,,,Dataset
oai:ecommons.cornell.edu:1813/14161,2008/2009 ARL Supplementary Statistics survey: CUL's response,"ARL's supplementary survey serves as a testbed for new measures.  Its current sections include: electronic books, use of networked electronic resources and services; library digitization activities; and volumes held collectively.  (As is true for the main survey, for CUL, the Medical Library's data is not included.)",,,Dataset
oai:ecommons.cornell.edu:1813/14180,2008/2009 ARL Preservation Statistics survey: CUL's response,"This ARL survey collects data on the preservation/conservation efforts of ARL members.  Data is collected on: staffing; expenditures; conservation treatments; and preservation reformatting.  CUL did not gather most FTE and expenditures data for 2008/2009. As for the main survey, for CUL, the Medical Library's data is not included. The instructions and input form are included.",,,Dataset
oai:ecommons.cornell.edu:1813/14663,2008/2009 Fact Sheet,A ready reference subset of key data from CUL's Annual Statistics Report.,,,Dataset
oai:ecommons.cornell.edu:1813/14665,2008/2009 Annual statistics,"CUL fiscal year input and output statistics on collections, services, expenditures, staffing and facilities.  Includes current and 5-year, and unit and Library-wide data.",,,Dataset
oai:ecommons.cornell.edu:1813/15198,"Cayuga Lake (New York) Water Quality Monitoring Data Related to the Cornell Lake Source Cooling Facility, 1998-2009","Cornell University has been monitoring ambient conditions in Cayuga Lake since 1998 to provide a record of water quality conditions in the lake before and after the Lake Source Cooling facility startup in 2000. The primary objective is to conduct an ambient water quality monitoring program focusing on the southern portion of Cayuga Lake to support long-term records of trophic state indicators, including concentrations of total phosphorus, soluble reactive phosphorus, chlorophyll-a, turbidity, and other measures of water quality. In addition to this water quality monitoring data set, the complete collection of annual reports is available online: http://hdl.handle.net/1813/8353","This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data tables, methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/15219,Long-term Investigation of Territorial Behavior and Population Dynamics in the Common Loon (Audio File Metadata) 1997-2011.,"The Loon Project research focuses on two main issues: 1) how young animals acquire a territory, which they must have to breed, and 2) how older, established breeders hold onto their territories for as long as possible. In the course of exploring these two central issues, we have probed other areas, such as the impact of nesting platforms on reproductive success of loons, genetic parentage of loon chicks, changes in the territorial yodels of males, and local movements of breeding and non-breeding loons. More information can be found on the project website (http://www1.chapman.edu/~wpiper/index.html) including techniques (http://www1.chapman.edu/~wpiper/technique.html), and findings (http://www1.chapman.edu/~wpiper/findings.html).","The data package consists of the metadata for the audio files associated with The Loon Project.

This data package must be uncompressed for use. In addition to the data described above, it includes an Ecological Metadata Language (EML) record, which describes in considerable detail the contents of the data table(s), methods, usage rights, and other information. All users of these data are strongly encouraged to review this EML record.",,Dataset
oai:ecommons.cornell.edu:1813/17035,"Long-term Investigation of Territorial Behavior and Population Dynamics in the Common Loon (Audio Files), 2003","The Loon Project research focuses on two main issues: 1) how young animals acquire a territory, which they must have to breed, and 2) how older, established breeders hold onto their territories for as long as possible. In the course of exploring these two central issues, we have probed other areas, such as the impact of nesting platforms on reproductive success of loons, genetic parentage of loon chicks, changes in the territorial yodels of males, and local movements of breeding and non-breeding loons. More information can be found on the project website (http://www1.chapman.edu/~wpiper/index.html) including techniques (http://www1.chapman.edu/~wpiper/technique.html), and findings (http://www1.chapman.edu/~wpiper/findings.html).",This data package contains 813 audio files recorded in 2003 from The Loon Project. These audio files are contained in 2 zip files in this eCommons record. Detailed metadata for the audio files is located in the following eCommons record: http://hdl.handle.net/1813/15219,,Dataset
oai:ecommons.cornell.edu:1813/17037,"Long-term Investigation of Territorial Behavior and Population Dynamics in the Common Loon (Audio Files), 2009","The Loon Project research focuses on two main issues: 1) how young animals acquire a territory, which they must have to breed, and 2) how older, established breeders hold onto their territories for as long as possible. In the course of exploring these two central issues, we have probed other areas, such as the impact of nesting platforms on reproductive success of loons, genetic parentage of loon chicks, changes in the territorial yodels of males, and local movements of breeding and non-breeding loons. More information can be found on the project website (http://www1.chapman.edu/~wpiper/index.html) including techniques (http://www1.chapman.edu/~wpiper/technique.html), and findings (http://www1.chapman.edu/~wpiper/findings.html).",This data package contains 417 audio files recorded in 2009 from The Loon Project. These audio files are contained in 4 zip files in this eCommons record. Detailed metadata for the audio files is located in the following eCommons record: http://hdl.handle.net/1813/15219,,Dataset
